freq,nrg_bal,siec,unit,geo,time,value
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Sweden,2023-01-01,4165.745
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Sweden,2024-01-01,4180.981
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2013-01-01,333.381
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2014-01-01,363.777
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2015-01-01,396.585
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2016-01-01,422.665
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2017-01-01,399.349
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2018-01-01,511.896
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2019-01-01,529.921
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2020-01-01,490.332
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2021-01-01,499.583
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2022-01-01,480.023
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2023-01-01,493.79
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Iceland,2024-01-01,564.969
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Norway,2013-01-01,3041.012
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Norway,2014-01-01,2887.615
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Norway,2015-01-01,2935.019
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Norway,2016-01-01,3081.356
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Norway,2017-01-01,3092.877
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Norway,2018-01-01,3208.884
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Norway,2019-01-01,3169.128
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Norway,2020-01-01,3073.117
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Norway,2021-01-01,3273.537
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Norway,2022-01-01,3143.33
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Norway,2023-01-01,3225.029
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Norway,2024-01-01,3206.336
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,United Kingdom,2013-01-01,16585.582
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,United Kingdom,2014-01-01,15523.581
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,United Kingdom,2015-01-01,16841.958
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,United Kingdom,2016-01-01,18092.42
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,United Kingdom,2017-01-01,17938.94
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,United Kingdom,2018-01-01,18222.399
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,United Kingdom,2019-01-01,18084.583
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2013-01-01,13.741
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2014-01-01,68.962
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2015-01-01,70.372
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2016-01-01,79.372
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2017-01-01,86.454
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2018-01-01,87.81
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2019-01-01,108.855
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2020-01-01,89.757
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2021-01-01,101.082
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2022-01-01,109.635
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2023-01-01,112.183
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Montenegro,2024-01-01,114.723
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2013-01-01,201.851
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2014-01-01,196.034
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2015-01-01,211.872
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2016-01-01,212.935
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2017-01-01,214.63
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2018-01-01,210.231
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2019-01-01,211.521
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2020-01-01,181.429
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2021-01-01,197.955
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2022-01-01,173.59
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2023-01-01,173.237
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,North Macedonia,2024-01-01,170.861
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Albania,2013-01-01,190.984
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Albania,2014-01-01,179.239
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Albania,2015-01-01,196.853
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Albania,2016-01-01,179.284
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Albania,2017-01-01,213.604
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Albania,2018-01-01,215.22
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Albania,2019-01-01,228.317
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Albania,2020-01-01,194.243
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Albania,2021-01-01,218.788
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Albania,2022-01-01,215.183
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Albania,2023-01-01,214.114
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Albania,2024-01-01,245.75
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2013-01-01,803.644
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2014-01-01,772.362
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2015-01-01,874.646
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2016-01-01,886.372
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2017-01-01,939.812
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2018-01-01,891.441
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2019-01-01,863.097
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2020-01-01,855.941
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2021-01-01,950.025
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2022-01-01,1001.664
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2023-01-01,905.441
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Serbia,2024-01-01,892.292
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2013-01-01,10611.925
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2014-01-01,11021.419
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2015-01-01,12194.776
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2016-01-01,12415.869
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2017-01-01,12314.281
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2018-01-01,11415.342
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2019-01-01,11866.245
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2020-01-01,10878.407
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2021-01-01,11386.206
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2022-01-01,12345.51
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2023-01-01,13592.33
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Türkiye,2024-01-01,12900.843
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2014-01-01,163.649
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2015-01-01,357.703
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2016-01-01,435.411
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2017-01-01,355.631
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2018-01-01,348.522
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2019-01-01,407.073
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2020-01-01,377.628
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2021-01-01,386.339
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2022-01-01,408.693
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2023-01-01,393.857
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2024-01-01,407.803
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2013-01-01,351.85
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2014-01-01,433.077
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2015-01-01,402.614
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2016-01-01,433.638
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2017-01-01,452.855
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2018-01-01,514.751
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2019-01-01,535.532
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2020-01-01,412.919
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2021-01-01,544.518
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2022-01-01,550.99
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2023-01-01,520.226
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2024-01-01,594.556
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2013-01-01,258.252
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2014-01-01,237.402
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2015-01-01,246.475
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2016-01-01,258.611
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2017-01-01,256.417
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2018-01-01,273.302
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2019-01-01,263.068
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2020-01-01,245.099
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2021-01-01,281.123
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2022-01-01,256.361
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2023-01-01,238.421
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Moldova,2024-01-01,258.438
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Ukraine,2013-01-01,5767.651
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Ukraine,2014-01-01,4664.962
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Ukraine,2015-01-01,3888.355
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Ukraine,2016-01-01,4671.814
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Ukraine,2017-01-01,4336.853
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Ukraine,2018-01-01,4720.627
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Ukraine,2019-01-01,4832.831
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Ukraine,2020-01-01,4869.916
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2013-01-01,115.457
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2014-01-01,139.135
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2015-01-01,148.344
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2016-01-01,177.055
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2017-01-01,191.548
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2018-01-01,154.605
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2019-01-01,163.882
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2020-01-01,158.241
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2021-01-01,172.957
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2022-01-01,166.031
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2023-01-01,177.168
Annual,Final consumption - other sectors - commercial and public services - energy use,Total,Thousand tonnes of oil equivalent,Kosovo*,2024-01-01,172.815
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2013-01-01,265128.012
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2014-01-01,232684.569
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2015-01-01,243660.275
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2016-01-01,249966.701
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2017-01-01,250766.543
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2018-01-01,248525.824
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2019-01-01,245986.067
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2020-01-01,246245.204
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2021-01-01,259342.743
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2022-01-01,238839.699
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2023-01-01,225493.692
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2024-01-01,225191.138
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2013-01-01,9085.395
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2014-01-01,7442.63
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2015-01-01,8229.602
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2016-01-01,8255.911
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2017-01-01,8131.16
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2018-01-01,8039.139
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2019-01-01,7503.961
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2020-01-01,7581.389
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2021-01-01,8228.015
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2022-01-01,7036.456
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2023-01-01,6947.24
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Belgium,2024-01-01,7099.329
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2013-01-01,2241.036
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2014-01-01,2164.991
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2015-01-01,2192.912
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2016-01-01,2252.111
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2017-01-01,2318.715
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2018-01-01,2229.672
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2019-01-01,2162.252
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2020-01-01,2382.245
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2021-01-01,2403.893
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2022-01-01,2137.397
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2023-01-01,2046.582
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Bulgaria,2024-01-01,1961.546
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2013-01-01,7269.133
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2014-01-01,6554.173
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2015-01-01,6769.51
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2016-01-01,7090.172
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2017-01-01,7202.965
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2018-01-01,7042.708
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2019-01-01,6963.387
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2020-01-01,7148.052
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2021-01-01,7864.166
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2022-01-01,7157.766
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2023-01-01,6416.158
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Czechia,2024-01-01,6229.411
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2013-01-01,4484.143
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2014-01-01,4143.762
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2015-01-01,4445.518
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2016-01-01,4601.363
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2017-01-01,4498.219
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2018-01-01,4450.344
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2019-01-01,4389.392
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2020-01-01,4273.399
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2021-01-01,4519.97
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2022-01-01,3998.544
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2023-01-01,4096.01
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Denmark,2024-01-01,4135.652
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Germany,2013-01-01,62517.628
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Germany,2014-01-01,53648.149
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Germany,2015-01-01,54959.824
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Germany,2016-01-01,56963.58
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Germany,2017-01-01,56777.115
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Germany,2018-01-01,55822.36
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Germany,2019-01-01,57743.03
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Germany,2020-01-01,57979.779
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Germany,2021-01-01,57672.167
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Germany,2022-01-01,57434.806
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Germany,2023-01-01,52434.691
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Germany,2024-01-01,52455.834
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2013-01-01,933.506
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2014-01-01,888.143
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2015-01-01,857.435
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2016-01-01,930.578
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2017-01-01,940.914
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2018-01-01,941.042
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2019-01-01,951.351
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2020-01-01,944.704
Annual,Final consumption - other sectors - households - energy use,Total,Thousand tonnes of oil equivalent,Estonia,2021-01-01,965.256
